tradeid|currency|measure|amount|productid
11|CAD|CURVATURE|3240,40|478
64|CHF|DELTA|-9311,22|342
16|EUR|DELTA|8025,15|901
41|CAD|DELTA|11887,79|143
43|USD|CURVATURE|-8032,29|341
18|CHF|DELTA|17689,90|641
29|GBP|DELTA|4204,78|330
10|USD|DELTA|13558,19|539
48|EUR|DELTA|11050,81|596
52|EUR|CURVATURE|-2043,45|440
44|CHF|DELTA|4802,25|279
77|ZAR|DELTA|11646,84|705
24|ZAR|DELTA|19674,60|19
33|KOR|DELTA|5892,18|477
2|GBP|DELTA|15005,95|997
21|EUR|DELTA|-7819,08|971
11|ZAR|DELTA|-6509,07|94
7|GBP|DELTA|10145,65|772
62|CAD|DELTA|-908,02|475
48|CAD|DELTA|12291,35|841
49|KOR|DELTA|18564,06|442
30|JPY|DELTA|1105,25|791
49|KOR|DELTA|-4777,08|335
51|CHF|DELTA|-8168,44|224
35|GBP|DELTA|14027,70|460
9|CAD|DELTA|4481,31|467
83|GBP|DELTA|-1579,08|884
60|EUR|CURVATURE|6932,88|378
25|EUR|DELTA|9202,82|555
30|ZAR|CURVATURE|3774,85|269
39|CAD|CURVATURE|-8614,78|673
6|USD|DELTA|-2042,61|827
79|CAD|DELTA|11189,13|790
20|CAD|DELTA|-4447,10|930
78|CAD|DELTA|-8318,37|428
6|USD|DELTA|2775,54|625
89|JPY|DELTA|3894,27|585
40|ZAR|DELTA|14761,56|535
37|USD|DELTA|2376,35|629
9|EUR|CURVATURE|-8049,64|656
3|CHF|DELTA|-896,60|335
61|CAD|DELTA|12806,13|400
44|GBP|DELTA|1419,10|321
86|CAD|CURVATURE|5251,65|89
22|USD|CURVATURE|14518,21|476
11|CAD|DELTA|8812,86|599
39|ZAR|CURVATURE|13000,31|936
11|JPY|CURVATURE|-1046,85|702
29|ZAR|CURVATURE|-7292,30|557
78|CHF|CURVATURE|14360,26|37
40|KOR|DELTA|-8285,43|97
21|GBP|DELTA|10582,08|586
83|CAD|CURVATURE|-1385,29|335
54|CAD|DELTA|4028,20|660
93|EUR|CURVATURE|7657,48|315
93|GBP|CURVATURE|12195,26|597
19|CHF|DELTA|11650,40|773
71|ZAR|DELTA|-1638,75|806
7|GBP|CURVATURE|17565,46|520
11|USD|DELTA|14847,19|49
62|CHF|DELTA|11485,39|97
81|JPY|DELTA|12278,08|675
99|USD|DELTA|-6221,91|150
51|CAD|DELTA|15695,34|335
23|KOR|DELTA|14409,80|704
70|KOR|DELTA|10581,99|623
92|USD|DELTA|19159,64|283
67|GBP|DELTA|-4845,64|567
92|KOR|DELTA|-414,44|860
63|EUR|DELTA|-6961,95|278
47|ZAR|DELTA|12161,93|996
52|USD|CURVATURE|4665,35|845
20|EUR|DELTA|11653,10|524
54|CHF|DELTA|-5519,67|511
40|EUR|DELTA|-8057,48|633
88|USD|DELTA|5988,01|486
63|USD|DELTA|-2019,24|609
34|KOR|DELTA|598,53|914
41|GBP|DELTA|-1127,48|184
12|CAD|DELTA|452,92|367
59|GBP|DELTA|15358,77|239
80|CHF|CURVATURE|7425,93|752
99|CHF|DELTA|10875,53|336
68|GBP|DELTA|1328,03|590
51|EUR|DELTA|2140,98|270
88|GBP|DELTA|2111,50|326
14|EUR|DELTA|834,35|35
31|USD|CURVATURE|4357,40|777
43|ZAR|DELTA|-2273,93|478
49|CAD|DELTA|14306,93|283
92|ZAR|DELTA|14784,21|593
63|JPY|CURVATURE|-9377,41|693
27|USD|DELTA|-8153,78|311
51|USD|DELTA|-8565,21|720
38|CHF|DELTA|-5218,46|469
86|ZAR|DELTA|-7844,15|319
34|ZAR|DELTA|11394,90|23
19|CHF|DELTA|7227,25|800
30|GBP|CURVATURE|14194,50|840
48|EUR|DELTA|4201,30|167
31|EUR|DELTA|-7523,47|356
11|CAD|DELTA|11235,17|258
67|JPY|DELTA|6706,39|19
68|ZAR|DELTA|-1325,18|392
67|USD|DELTA|-0,50|664
67|KOR|DELTA|7505,59|342
53|EUR|CURVATURE|13555,67|540
48|USD|DELTA|11214,53|224
13|EUR|CURVATURE|6460,24|493
41|JPY|DELTA|3310,99|713
91|CAD|DELTA|6456,17|512
98|ZAR|DELTA|19243,82|333
9|ZAR|DELTA|5579,53|219
40|CHF|DELTA|-6313,04|307
60|ZAR|CURVATURE|-3751,79|393
10|USD|DELTA|684,98|995
79|EUR|DELTA|15153,71|259
72|JPY|DELTA|14595,30|425
71|JPY|DELTA|19626,83|958
89|CHF|DELTA|2366,38|367
81|JPY|DELTA|16871,80|774
50|EUR|DELTA|16777,70|176
37|KOR|DELTA|-1724,77|586
65|USD|DELTA|-6242,64|709
7|USD|DELTA|18925,95|492
59|USD|DELTA|3800,59|895
83|GBP|DELTA|6401,71|395
19|EUR|DELTA|5444,84|157
52|GBP|CURVATURE|6,22|519
8|USD|CURVATURE|-8584,96|392
5|JPY|CURVATURE|4035,78|986
91|ZAR|CURVATURE|2732,08|522
89|KOR|DELTA|721,76|524
78|USD|DELTA|1165,80|653
14|USD|DELTA|-5516,01|711
24|JPY|DELTA|-7105,50|611
54|KOR|DELTA|629,40|717
3|JPY|DELTA|9181,93|180
40|GBP|DELTA|5078,49|431
77|CAD|DELTA|19969,05|798
54|ZAR|DELTA|5876,56|397
53|GBP|DELTA|1266,77|253
58|ZAR|DELTA|771,21|742
54|CAD|DELTA|-6516,62|896
90|ZAR|DELTA|3979,19|664
59|JPY|DELTA|17778,28|240
55|GBP|DELTA|234,03|481
43|KOR|DELTA|7247,23|895
47|USD|DELTA|-1543,39|87
59|USD|CURVATURE|-3649,00|503
15|CHF|CURVATURE|3920,22|116
22|USD|DELTA|-8766,71|820
36|GBP|DELTA|-3066,19|721
45|JPY|DELTA|-2740,57|611
18|KOR|DELTA|-6975,26|325
76|GBP|CURVATURE|13666,25|744
82|EUR|DELTA|1897,86|919
1|KOR|DELTA|-4842,45|310
5|CHF|DELTA|-2548,86|661
49|KOR|CURVATURE|11718,27|6
31|CHF|DELTA|-6441,13|738
4|KOR|DELTA|2052,82|146
64|KOR|DELTA|19749,95|682
83|EUR|DELTA|17675,69|791
4|JPY|DELTA|19216,99|653
31|JPY|DELTA|-316,83|730
29|GBP|DELTA|10538,65|361
3|GBP|DELTA|3096,31|544
56|KOR|DELTA|3175,74|461
28|GBP|DELTA|14963,75|359
36|EUR|DELTA|9145,42|882
68|ZAR|DELTA|-3681,83|96
91|CAD|DELTA|15567,99|923
67|EUR|DELTA|9855,55|115
58|CAD|DELTA|-8860,86|154
49|CHF|CURVATURE|18710,26|44
96|ZAR|CURVATURE|17474,73|756
20|CHF|DELTA|16881,33|636
28|CHF|DELTA|2015,25|508
80|CAD|DELTA|12272,12|621
36|ZAR|DELTA|13417,79|5
24|USD|CURVATURE|13574,56|435
17|JPY|DELTA|-6397,92|71
94|CHF|DELTA|15593,93|252
63|GBP|DELTA|10696,51|721
74|KOR|DELTA|-6604,68|30
46|JPY|DELTA|6734,84|234
10|CAD|DELTA|-3219,85|43
38|CHF|DELTA|-1885,66|116
56|JPY|DELTA|17082,51|176
96|ZAR|DELTA|10414,09|505
74|ZAR|DELTA|719,26|680
26|USD|DELTA|14405,22|35
4|GBP|DELTA|-2965,03|148
9|EUR|DELTA|4023,21|766
5|EUR|DELTA|-5951,01|611
23|KOR|DELTA|-879,43|698
8|ZAR|DELTA|-1875,69|396
26|JPY|CURVATURE|-4775,87|614
10|USD|DELTA|4320,48|901
54|CAD|CURVATURE|5876,62|101
86|CHF|DELTA|1340,75|851
28|EUR|DELTA|-8116,87|35
47|ZAR|DELTA|-9793,07|868
74|KOR|DELTA|-312,32|396
81|KOR|CURVATURE|1858,45|826
66|GBP|CURVATURE|1798,27|137
58|JPY|DELTA|-2868,69|453
97|CHF|DELTA|16624,93|848
98|KOR|DELTA|10479,91|775
66|GBP|DELTA|-892,35|13
14|GBP|DELTA|17404,69|275
13|USD|DELTA|-4758,76|686
83|KOR|DELTA|6979,88|108
25|KOR|DELTA|11052,46|136
8|JPY|CURVATURE|-4129,01|513
40|JPY|DELTA|5091,47|246
72|ZAR|DELTA|-4383,24|889
57|CAD|DELTA|3251,24|822
2|JPY|DELTA|1145,64|47
96|CHF|DELTA|18253,43|365
26|EUR|DELTA|7015,49|548
93|EUR|DELTA|15811,74|442
3|USD|DELTA|8815,18|784
7|JPY|DELTA|5018,93|870
79|CHF|DELTA|16748,67|593
26|JPY|DELTA|-3535,87|22
5|GBP|DELTA|-3568,66|749
7|CHF|DELTA|14874,98|348
68|KOR|CURVATURE|9253,33|998
56|GBP|DELTA|10444,30|814
99|GBP|DELTA|-9212,34|252
12|CAD|DELTA|18534,31|122
43|JPY|DELTA|-3781,24|91
50|GBP|CURVATURE|88,28|210
58|EUR|DELTA|-4191,62|457
40|EUR|DELTA|6100,16|498
34|JPY|DELTA|-8733,57|719
34|CHF|DELTA|-9981,07|90
89|USD|DELTA|14408,70|748
72|KOR|DELTA|464,31|896
24|KOR|CURVATURE|-2383,96|27
52|GBP|DELTA|16413,31|348
99|JPY|DELTA|-97,72|520
32|JPY|DELTA|13738,29|423
52|KOR|DELTA|12492,15|346
44|USD|DELTA|11134,11|837
35|ZAR|DELTA|1936,09|503
39|JPY|DELTA|17906,37|819
27|ZAR|DELTA|11274,20|625
17|CAD|DELTA|3490,97|441
5|GBP|CURVATURE|-1475,37|240
80|EUR|DELTA|18965,25|472
83|KOR|DELTA|-4172,02|316
4|KOR|DELTA|14067,40|297
8|KOR|DELTA|19534,77|91
98|EUR|DELTA|16578,91|357
33|KOR|DELTA|-4920,25|809
61|KOR|DELTA|-3593,52|482
2|USD|DELTA|-2060,78|21
37|CAD|DELTA|18728,29|361
51|KOR|DELTA|-8295,16|380
7|GBP|DELTA|13393,39|601
30|CAD|CURVATURE|13311,02|466
64|GBP|DELTA|12974,17|396
53|CHF|CURVATURE|-3199,44|63
6|JPY|DELTA|-4094,75|784
69|USD|DELTA|-2626,80|766
90|CHF|DELTA|12777,77|159
83|JPY|DELTA|4598,65|48
43|JPY|DELTA|11718,75|580
46|EUR|DELTA|3947,03|7
58|EUR|DELTA|8837,17|117
45|EUR|DELTA|11645,81|991
39|CAD|CURVATURE|2773,33|116
76|USD|DELTA|5359,14|612
66|EUR|DELTA|1599,12|577
21|EUR|DELTA|-558,78|85
43|USD|DELTA|18682,76|635
86|USD|DELTA|-5728,04|737
38|ZAR|DELTA|11994,02|252
58|CHF|DELTA|16268,03|854
53|EUR|DELTA|13870,16|275
11|CAD|CURVATURE|13993,98|252
97|GBP|DELTA|-6981,50|774
65|ZAR|CURVATURE|-7108,62|439
73|KOR|CURVATURE|-5128,22|479
95|CHF|DELTA|-8394,74|169
43|USD|CURVATURE|15053,30|51
88|KOR|DELTA|-2081,47|523
3|USD|CURVATURE|13211,88|990
11|EUR|CURVATURE|6700,80|446
64|JPY|DELTA|-7244,37|129
72|USD|DELTA|-8072,71|180
13|CHF|DELTA|-2203,84|745
40|CHF|DELTA|14208,35|411
42|ZAR|DELTA|1003,69|541
55|USD|DELTA|14966,84|634
17|EUR|DELTA|-996,16|311
5|USD|DELTA|-7420,70|487
93|GBP|DELTA|-8302,81|692
95|CHF|DELTA|-279,19|349
78|CAD|DELTA|4577,83|744
14|JPY|CURVATURE|18680,43|511
25|GBP|CURVATURE|-7768,50|914
36|CHF|DELTA|2495,25|900
57|JPY|DELTA|5020,56|854
98|GBP|DELTA|7931,01|692
59|JPY|DELTA|164,20|282
54|EUR|DELTA|16254,95|803
87|GBP|DELTA|3497,30|883
6|KOR|DELTA|-7365,50|169
56|CAD|DELTA|16981,32|119
26|USD|DELTA|4179,39|838
21|JPY|DELTA|-7768,26|588
90|GBP|DELTA|3045,07|204
51|GBP|DELTA|6946,96|410
75|CAD|CURVATURE|-1354,71|438
76|USD|DELTA|-5951,77|513
6|USD|DELTA|14489,45|267
88|GBP|DELTA|-5216,53|994
97|USD|DELTA|19165,72|382
4|CHF|DELTA|4072,57|11
94|CHF|DELTA|19830,57|665
72|GBP|DELTA|18380,73|511
30|CHF|CURVATURE|-6373,71|383
6|USD|DELTA|-7351,79|238
54|USD|DELTA|-285,82|890
15|CHF|DELTA|-128,55|524
83|CHF|DELTA|10156,95|138
88|JPY|DELTA|-3742,97|892
2|KOR|CURVATURE|-6618,54|568
96|KOR|CURVATURE|10235,91|184
69|KOR|DELTA|2163,52|64
26|CAD|CURVATURE|-1345,96|940
65|GBP|DELTA|359,65|758
78|ZAR|DELTA|19113,03|46
12|CHF|DELTA|-3583,79|262
40|CAD|DELTA|19532,33|968
3|USD|DELTA|18059,80|315
8|GBP|DELTA|-7304,15|390
21|ZAR|DELTA|13652,60|197
90|USD|CURVATURE|2830,06|49
81|GBP|DELTA|12214,90|251
6|USD|DELTA|8478,27|494
54|CHF|DELTA|12901,08|190
80|CHF|DELTA|1273,19|227
65|GBP|DELTA|6183,44|306
76|CHF|DELTA|6195,95|821
18|EUR|DELTA|-5334,08|134
20|GBP|DELTA|7917,92|817
31|CHF|DELTA|-8577,15|442
7|EUR|DELTA|9568,00|14
78|GBP|CURVATURE|-5761,75|724
15|JPY|DELTA|-685,83|686
35|EUR|CURVATURE|14903,95|599
70|KOR|DELTA|-6602,66|904
51|JPY|CURVATURE|14708,05|126
77|USD|DELTA|8456,15|638
11|JPY|DELTA|9891,90|836
59|CAD|DELTA|5226,09|519
19|KOR|DELTA|9749,81|205
15|ZAR|DELTA|8918,74|802
89|ZAR|DELTA|4360,88|945
86|ZAR|DELTA|10068,72|130
80|CAD|CURVATURE|8940,67|391
2|CAD|CURVATURE|4498,20|652
1|USD|DELTA|6339,23|709
86|KOR|DELTA|10759,18|41
85|ZAR|DELTA|-6757,84|751
74|JPY|CURVATURE|1283,20|916
93|EUR|CURVATURE|17698,12|241
62|JPY|CURVATURE|15149,65|674
47|JPY|DELTA|5338,12|102
97|ZAR|DELTA|11377,04|177
88|EUR|DELTA|7301,77|255
78|CAD|DELTA|4786,93|928
92|CHF|DELTA|8768,39|828
10|USD|DELTA|9474,26|362
4|USD|CURVATURE|11028,40|708
1|USD|DELTA|17768,83|528
58|GBP|DELTA|1234,42|638
87|USD|DELTA|5165,13|730
66|JPY|DELTA|19950,78|937
24|CAD|DELTA|1246,64|259
80|USD|DELTA|1075,14|603
56|EUR|DELTA|-4801,63|149
36|GBP|DELTA|8931,93|356
9|GBP|DELTA|16490,75|573
52|KOR|DELTA|1722,65|742
78|ZAR|DELTA|-9022,10|658
15|USD|DELTA|6045,85|753
58|EUR|DELTA|1575,34|14
50|ZAR|DELTA|-3055,19|845
92|CAD|CURVATURE|17301,51|359
1|EUR|CURVATURE|8574,87|509
53|KOR|DELTA|13564,18|322
54|USD|CURVATURE|19867,75|412
98|GBP|DELTA|-1230,66|642
5|ZAR|DELTA|-6135,46|299
30|JPY|DELTA|-6406,94|869
36|EUR|DELTA|-8855,87|363
83|JPY|DELTA|397,69|645
56|JPY|CURVATURE|-6966,08|468
60|ZAR|DELTA|4445,97|279
88|KOR|DELTA|-3806,41|677
93|CAD|DELTA|-1231,90|607
59|USD|DELTA|2443,23|841
51|CHF|DELTA|-8889,58|685
92|CHF|DELTA|18189,97|192
38|EUR|DELTA|-475,26|485
33|CHF|DELTA|1912,63|599
27|CHF|DELTA|373,50|132
5|USD|DELTA|-7594,76|591
99|GBP|CURVATURE|6202,47|789
82|EUR|DELTA|-34,55|816
93|JPY|DELTA|-4215,66|3
64|EUR|DELTA|18643,35|52
5|GBP|DELTA|4225,68|80
49|CAD|CURVATURE|4835,60|396
25|USD|DELTA|-740,74|218
30|CAD|DELTA|1807,47|72
34|EUR|DELTA|-7537,14|5
20|CHF|DELTA|5633,46|412
18|GBP|CURVATURE|10244,96|166
67|JPY|DELTA|16142,57|788
71|KOR|DELTA|12954,26|43
99|CAD|DELTA|-9093,61|331
92|CAD|DELTA|7681,11|988
58|CAD|DELTA|16380,28|449
60|JPY|DELTA|7349,96|357
29|USD|DELTA|1858,94|186
78|CAD|DELTA|-982,57|865
12|GBP|DELTA|18886,49|801
28|JPY|DELTA|6202,99|273
95|EUR|DELTA|4715,14|523
77|CAD|DELTA|14241,44|421
36|GBP|DELTA|7972,53|831
30|USD|DELTA|-5442,76|938
68|GBP|DELTA|-8891,00|874
22|ZAR|DELTA|1261,89|218
16|CAD|DELTA|-3221,33|690
3|KOR|DELTA|-5747,87|662
93|EUR|CURVATURE|16981,78|553
50|USD|DELTA|2068,84|583
17|CHF|CURVATURE|-1425,48|650
2|CHF|DELTA|-9963,90|263
18|ZAR|DELTA|-756,86|836
78|CAD|DELTA|6855,21|678
18|ZAR|DELTA|-7056,36|606
9|JPY|DELTA|-7061,82|520
25|USD|DELTA|5420,84|944
4|KOR|DELTA|5735,71|804
78|ZAR|CURVATURE|12130,52|8
87|KOR|DELTA|-9607,82|473
28|USD|DELTA|14677,30|786
15|EUR|CURVATURE|-5162,25|408
84|GBP|CURVATURE|15825,90|55
25|ZAR|CURVATURE|-1659,94|873
40|GBP|DELTA|-1086,32|138
29|EUR|CURVATURE|15365,10|180
27|USD|DELTA|7852,09|680
83|KOR|DELTA|15961,20|578
9|JPY|DELTA|10210,87|761
92|JPY|DELTA|748,72|889
50|JPY|DELTA|-4417,14|129
29|KOR|DELTA|8781,73|26
1|CAD|DELTA|-4425,76|993
10|EUR|CURVATURE|18200,41|337
43|KOR|DELTA|-7506,74|892
82|CAD|DELTA|712,82|246
50|EUR|DELTA|-8147,43|490
62|JPY|DELTA|-3126,48|903
60|EUR|DELTA|5982,44|418
39|CHF|DELTA|49,46|22
98|CHF|DELTA|2794,10|131
86|GBP|DELTA|-4588,77|691
38|KOR|DELTA|6548,40|230
71|USD|DELTA|18630,97|921
10|ZAR|DELTA|-3518,77|586
67|EUR|DELTA|6926,48|180
93|GBP|DELTA|516,45|79
29|USD|DELTA|7222,23|925
86|JPY|DELTA|4852,89|648
76|GBP|DELTA|-591,13|641
23|EUR|DELTA|16833,79|300
67|EUR|CURVATURE|13718,99|285
18|GBP|DELTA|-2322,73|252
62|KOR|DELTA|14192,50|308
74|JPY|DELTA|-1059,41|799
49|CAD|DELTA|-5986,22|31
47|ZAR|CURVATURE|1179,89|36
62|GBP|DELTA|-5555,06|408
5|JPY|DELTA|-4586,27|5
41|ZAR|DELTA|8278,13|325
92|KOR|CURVATURE|16560,95|404
50|GBP|DELTA|9651,00|750
30|CHF|DELTA|17951,95|659
30|ZAR|DELTA|8024,70|419
30|JPY|DELTA|-4147,13|315
76|KOR|DELTA|-9233,51|485
76|GBP|DELTA|-7667,72|543
33|GBP|DELTA|1607,81|546
43|USD|DELTA|-8026,75|411
2|EUR|DELTA|-5894,51|26
20|EUR|CURVATURE|7215,14|110
81|GBP|DELTA|17802,93|510
35|JPY|DELTA|6420,03|724
38|EUR|DELTA|-9898,98|891
57|JPY|DELTA|17111,42|492
64|KOR|CURVATURE|8776,08|73
32|CHF|DELTA|-8164,65|859
14|USD|DELTA|-4157,48|399
64|JPY|DELTA|-552,25|573
7|CAD|DELTA|5111,22|483
31|CAD|CURVATURE|17630,96|490
33|GBP|DELTA|17745,01|699
88|CAD|CURVATURE|1476,62|604
84|CAD|CURVATURE|6608,63|679
2|KOR|DELTA|5022,63|25
9|CAD|DELTA|-7156,96|670
45|KOR|DELTA|776,30|389
78|CHF|DELTA|-6700,08|723
24|ZAR|CURVATURE|-6837,33|480
43|JPY|DELTA|14029,16|531
17|EUR|DELTA|3270,82|158
32|KOR|DELTA|11544,95|12
99|USD|DELTA|589,10|982
95|GBP|DELTA|-3930,06|875
43|USD|DELTA|-4926,56|105
64|CHF|DELTA|183,58|697
26|KOR|DELTA|5926,48|805
48|CAD|CURVATURE|-4566,02|994
92|CHF|DELTA|9017,64|991
75|JPY|CURVATURE|11509,99|512
53|CHF|DELTA|18678,30|520
39|EUR|CURVATURE|17855,00|1
61|GBP|DELTA|-6512,56|348
5|ZAR|DELTA|1319,72|883
81|CAD|DELTA|15041,83|660
75|CHF|DELTA|3129,03|253
85|CHF|DELTA|-9905,14|586
67|JPY|DELTA|-8550,33|835
74|CAD|DELTA|4956,50|287
1|ZAR|CURVATURE|16908,84|27
17|GBP|DELTA|7874,87|759
50|ZAR|DELTA|-2911,70|662
54|CAD|DELTA|-4937,13|947
65|ZAR|DELTA|-5790,64|192
90|JPY|DELTA|4979,08|789
48|ZAR|CURVATURE|-321,11|756
4|ZAR|DELTA|7904,16|853
58|GBP|DELTA|8977,16|895
24|CHF|CURVATURE|14347,42|737
39|ZAR|CURVATURE|14470,28|315
82|USD|DELTA|-9456,21|502
66|USD|DELTA|18402,49|894
66|USD|CURVATURE|-2477,60|71
57|JPY|DELTA|-309,73|845
14|KOR|DELTA|15801,65|610
20|USD|DELTA|-333,17|227
95|JPY|DELTA|10643,81|972
69|KOR|DELTA|1923,68|513
51|JPY|DELTA|6528,89|956
4|KOR|CURVATURE|10519,40|367
41|GBP|DELTA|-1277,76|402
43|JPY|DELTA|9572,19|441
47|JPY|DELTA|7745,04|670
67|CHF|DELTA|3465,18|864
29|EUR|DELTA|8537,67|23
77|USD|DELTA|3255,70|954
49|ZAR|DELTA|13053,17|545
53|EUR|DELTA|6423,02|741
72|CAD|CURVATURE|6945,12|134
92|JPY|DELTA|18684,47|672
39|CHF|DELTA|-9471,88|218
24|ZAR|DELTA|476,00|591
56|JPY|DELTA|19992,40|391
50|EUR|DELTA|13889,13|34
5|USD|DELTA|19239,59|407
33|GBP|CURVATURE|7787,58|397
46|GBP|CURVATURE|-934,71|483
9|USD|DELTA|18740,23|563
59|CAD|DELTA|10726,27|965
13|JPY|DELTA|19895,61|588
81|ZAR|DELTA|13273,92|886
16|CAD|CURVATURE|10421,70|696
3|JPY|DELTA|78,73|185
3|USD|DELTA|18422,33|717
56|JPY|DELTA|-7520,71|492
17|USD|CURVATURE|13942,29|484
84|CHF|DELTA|18818,45|653
57|ZAR|DELTA|6752,55|474
30|GBP|DELTA|2732,21|209
2|CAD|DELTA|-8123,34|866
54|ZAR|CURVATURE|6476,91|964
10|CAD|DELTA|2432,92|427
92|JPY|DELTA|-4542,73|567
72|CAD|CURVATURE|2322,58|468
64|EUR|DELTA|9682,98|757
40|CHF|CURVATURE|5934,16|3
79|ZAR|DELTA|-6537,35|37
50|CHF|CURVATURE|-1456,86|94
55|CAD|DELTA|16658,76|864
40|CHF|DELTA|1994,16|737
33|ZAR|DELTA|-9207,96|971
85|GBP|DELTA|17932,97|162
58|ZAR|CURVATURE|1303,24|848
13|EUR|DELTA|5023,67|755
48|CAD|CURVATURE|19558,02|80
23|GBP|CURVATURE|-8195,43|322
51|JPY|CURVATURE|-5490,05|822
58|GBP|CURVATURE|7,26|734
14|GBP|DELTA|15206,80|878
27|USD|DELTA|1036,04|440
49|CHF|DELTA|-8980,93|255
43|EUR|DELTA|14971,11|409
71|USD|DELTA|12162,20|841
52|ZAR|DELTA|-4146,17|903
12|CHF|DELTA|-2053,70|381
36|USD|DELTA|-9584,74|728
29|USD|DELTA|14482,46|847
38|KOR|DELTA|-9055,95|939
65|CAD|DELTA|6159,98|982
15|EUR|DELTA|15121,55|409
73|USD|DELTA|-8963,68|92
3|CHF|DELTA|9693,29|284
55|CHF|DELTA|7894,99|518
21|CAD|DELTA|6449,91|519
88|USD|DELTA|1765,49|841
73|GBP|DELTA|3654,81|34
62|JPY|DELTA|13395,89|37
46|JPY|DELTA|-3376,01|129
31|CHF|CURVATURE|848,58|268
63|JPY|DELTA|15318,47|974
14|CHF|CURVATURE|-4026,08|833
83|CHF|CURVATURE|14583,55|793
11|GBP|DELTA|4017,29|142
66|ZAR|DELTA|13932,61|32
47|JPY|DELTA|-1358,44|600
67|JPY|DELTA|15744,59|858
78|GBP|DELTA|898,40|310
74|EUR|DELTA|-4516,53|716
94|CHF|CURVATURE|6455,15|627
39|USD|DELTA|9459,38|90
62|JPY|DELTA|9065,96|780
69|ZAR|CURVATURE|18982,84|607
50|GBP|DELTA|-3149,47|727
84|ZAR|CURVATURE|-3892,68|185
98|USD|DELTA|14485,98|653
67|CAD|DELTA|1946,83|992
90|KOR|DELTA|5598,27|690
46|ZAR|DELTA|-7426,49|57
47|CHF|DELTA|13221,38|352
20|EUR|DELTA|18368,70|725
75|ZAR|CURVATURE|8534,45|479
24|CAD|DELTA|16385,83|616
15|CAD|DELTA|11638,23|382
65|EUR|DELTA|-7403,83|260
61|USD|DELTA|8939,77|836
15|KOR|DELTA|4982,36|963
18|CHF|DELTA|6914,66|310
45|USD|DELTA|-7681,65|598
81|JPY|DELTA|17343,92|686
21|CHF|DELTA|-2530,33|521
48|JPY|DELTA|-3598,08|773
79|JPY|DELTA|3350,03|566
57|JPY|CURVATURE|14624,25|493
92|CHF|DELTA|1808,69|649
57|KOR|CURVATURE|13322,75|127
86|ZAR|DELTA|-1928,98|438
72|JPY|DELTA|546,58|753
18|ZAR|DELTA|-9371,47|711
36|KOR|DELTA|-2585,00|715
90|GBP|DELTA|-1764,64|434
81|EUR|CURVATURE|-1636,57|895
95|ZAR|CURVATURE|-6180,17|387
54|CHF|DELTA|2439,26|914
23|GBP|CURVATURE|1410,56|8
12|JPY|DELTA|11738,53|191
57|KOR|CURVATURE|-4302,19|263
14|ZAR|DELTA|-2032,86|749
8|USD|DELTA|8539,12|162
10|EUR|DELTA|-6891,06|683
1|ZAR|CURVATURE|18851,46|368
80|EUR|DELTA|-9447,61|379
16|ZAR|DELTA|-1965,31|266
79|CHF|DELTA|2624,92|791
13|JPY|DELTA|15808,95|395
99|EUR|DELTA|-739,72|716
45|KOR|DELTA|9432,46|934
2|GBP|DELTA|14024,73|951
43|KOR|DELTA|-6649,59|750
22|CAD|DELTA|12590,85|222
1|CAD|DELTA|-3091,38|611
34|CHF|DELTA|18205,75|630
80|GBP|DELTA|12688,10|500
45|GBP|CURVATURE|-1919,82|249
44|CHF|DELTA|9965,76|389
80|GBP|CURVATURE|16845,17|62
51|KOR|DELTA|11809,94|492
40|CAD|DELTA|-7701,21|343
21|EUR|DELTA|15251,28|488
52|EUR|DELTA|-2797,29|324
17|ZAR|DELTA|4046,32|641
29|JPY|DELTA|-2410,03|596
50|KOR|DELTA|-166,79|526
64|ZAR|DELTA|-4795,33|753
30|USD|DELTA|19370,88|422
65|JPY|CURVATURE|-7299,30|471
42|KOR|DELTA|2302,71|396
65|GBP|DELTA|7063,03|201
10|USD|DELTA|12085,05|119
26|KOR|CURVATURE|-2543,43|521
16|ZAR|DELTA|3805,12|125
80|ZAR|CURVATURE|24,79|373
82|GBP|DELTA|10362,10|253
30|JPY|DELTA|16817,05|73
25|KOR|DELTA|6521,02|550
5|EUR|DELTA|10376,40|335
13|CAD|DELTA|-360,01|923
57|GBP|DELTA|7020,89|250
83|ZAR|DELTA|-7773,38|35
92|USD|DELTA|-8455,20|248
11|USD|DELTA|-6946,17|493
20|ZAR|DELTA|6091,82|664
28|EUR|DELTA|8357,32|719
25|USD|DELTA|7040,65|603
75|JPY|DELTA|-2012,92|160
15|KOR|DELTA|12722,83|736
70|JPY|DELTA|3480,97|3
8|CHF|DELTA|12081,61|528
50|CHF|CURVATURE|18397,05|473
82|KOR|DELTA|1492,74|879
77|KOR|CURVATURE|18257,14|23
77|USD|DELTA|-5987,66|195
54|CHF|DELTA|7833,79|782
21|ZAR|DELTA|18492,01|690
70|CHF|DELTA|1816,16|937
69|USD|DELTA|5104,99|40
26|KOR|DELTA|8022,63|928
21|ZAR|CURVATURE|19745,14|914
16|CHF|DELTA|-2963,30|683
47|KOR|DELTA|1978,16|250
91|JPY|DELTA|12519,42|214
52|ZAR|DELTA|15315,05|151
27|GBP|DELTA|-8567,04|729
41|GBP|DELTA|-6285,94|940
34|EUR|DELTA|-5726,47|861
75|EUR|DELTA|14660,48|212
